session_id,station_id,station_name,latitude,longitude,total_chargers,start_time,duration_minutes,energy_kwh,charger_type,vehicle_model,cost_inr
S008842,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-04-15 15:08:00,72,15.1,AC Level 2,MG ZS EV,246
S008843,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-11-04 20:00:00,103,22.2,AC Level 2,Kia EV6,319
S008844,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-01-22 16:44:00,69,17.1,AC Level 2,Tata Tiago EV,256
S008845,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-09-11 07:20:00,20,4.4,DC Fast,Tata Punch EV,64
S008846,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-01-22 15:53:00,59,11.3,DC Fast,Ather 450X,161
S008847,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-12-10 12:24:00,63,16.3,DC Fast,Mahindra BE 6e,242
S008848,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-01-24 08:25:00,61,13.0,DC Fast,MG ZS EV,201
S008849,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-04-15 14:50:00,31,7.0,DC Fast,Hyundai Ioniq 5,114
S008850,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-12-15 07:13:00,73,18.0,DC Fast,Tata Punch EV,274
S008851,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-03-28 11:32:00,114,26.2,AC Level 2,Hyundai Ioniq 5,404
S008852,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-01-25 23:44:00,45,9.3,AC Level 2,Hyundai Ioniq 5,143
S008853,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-06-22 20:05:00,65,11.9,DC Fast,MG Comet EV,184
S008854,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-06-07 11:05:00,33,8.7,DC Fast,MG ZS EV,126
S008855,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-09-02 11:52:00,23,4.9,DC Fast,Ather 450X,85
S008856,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-08-01 08:41:00,53,10.8,DC Fast,Hyundai Kona Electric,184
S008857,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-04-08 12:36:00,68,14.1,DC Fast,MG Comet EV,208
S008858,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-08-15 20:11:00,22,5.8,DC Fast,Tata Tigor EV,100
S008859,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-09-15 09:01:00,44,10.5,DC Fast,Mahindra BE 6e,160
S008860,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-02-15 15:01:00,57,14.7,AC Level 2,Tata Nexon EV,245
S008861,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-01-29 20:36:00,60,15.3,AC Level 2,Ather 450X,264
S008862,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-03-14 16:39:00,23,4.2,DC Fast,Hyundai Kona Electric,64
S008863,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-04-27 20:29:00,66,14.2,DC Fast,Tata Nexon EV,219
S008864,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-12-24 19:17:00,115,22.7,AC Level 2,BYD Atto 3,321
S008865,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-02-07 11:41:00,56,14.9,DC Fast,Mahindra BE 6e,243
S008866,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-03-30 20:32:00,41,8.9,DC Fast,Ola S1 Pro,155
S008867,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-04-02 19:27:00,65,13.3,AC Level 2,Hyundai Kona Electric,209
S008868,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-09-30 11:49:00,67,15.1,DC Fast,Hyundai Ioniq 5,255
S008869,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-04-18 18:50:00,46,8.9,AC Level 2,Ola S1 Pro,160
S008870,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-12-26 22:19:00,69,14.4,AC Level 2,Hyundai Ioniq 5,210
S008871,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-02-12 19:08:00,94,18.0,AC Level 2,Hyundai Ioniq 5,289
S008872,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-02-07 07:27:00,40,7.2,DC Fast,Ather 450X,126
S008873,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-12-23 21:02:00,73,14.0,DC Fast,Ola S1 Pro,230
S008874,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-02-14 18:17:00,21,4.7,DC Fast,MG Comet EV,77
S008875,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-10-02 20:05:00,37,8.0,DC Fast,Tata Nexon EV,118
S008876,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-07-13 11:08:00,102,22.4,AC Level 2,MG ZS EV,383
S008877,ST015,Tata Power EZ - Hinjewadi,18.5912,73.7389,6,2024-01-22 11:13:00,78,18.4,AC Level 2,MG Comet EV,304
S008878,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-03-28 20:39:00,89,17.7,AC Level 2,Tata Punch EV,258
S008879,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-01-31 19:13:00,111,28.6,AC Level 2,Tata Punch EV,489
S008880,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-05-27 23:08:00,71,14.4,DC Fast,Mahindra XUV400,207
S008881,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-05-16 20:23:00,63,11.6,AC Level 2,Hyundai Ioniq 5,200
S008882,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-11-08 18:34:00,78,17.0,AC Level 2,Tata Tigor EV,267
S008883,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-12-28 22:29:00,75,17.4,AC Level 2,Ather 450X,254
S008884,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-06-11 20:16:00,56,11.0,DC Fast,Hyundai Kona Electric,169
S008885,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-06-25 17:57:00,23,4.5,DC Fast,Ather 450X,76
S008886,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-01-05 07:07:00,102,20.9,AC Level 2,Tata Punch EV,345
S008887,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-06-06 13:15:00,61,16.0,AC Level 2,Mahindra XUV400,242
S008888,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-08-03 20:28:00,69,14.4,AC Level 2,Ola S1 Pro,250
S008889,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-05-18 08:38:00,32,7.2,DC Fast,Tata Nexon EV,109
S008890,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-12-25 14:03:00,22,4.2,DC Fast,Kia EV6,74
S008891,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-06-07 09:53:00,54,10.0,AC Level 2,Ather 450X,168
S008892,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-04-19 09:27:00,30,7.3,DC Fast,BYD Atto 3,112
S008893,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-08-26 03:38:00,56,12.3,DC Fast,Ola S1 Pro,199
S008894,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-07-04 19:27:00,69,18.3,DC Fast,Mahindra BE 6e,325
S008895,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-12-20 13:21:00,61,12.9,DC Fast,Hyundai Kona Electric,200
S008896,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-09-07 04:36:00,29,6.7,DC Fast,Tata Punch EV,110
S008897,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-02-05 21:20:00,51,10.6,DC Fast,Tata Tigor EV,175
S008898,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-02-26 12:34:00,45,8.4,DC Fast,Ather 450X,139
S008899,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-09-08 16:19:00,109,22.3,AC Level 2,Hyundai Kona Electric,331
S008900,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-10-31 22:17:00,92,23.5,AC Level 2,Tata Nexon EV,345
S008901,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-02-19 15:39:00,51,11.4,DC Fast,Kia EV6,205
S008902,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-11-27 21:58:00,55,13.6,DC Fast,MG Comet EV,212
S008903,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-06-19 06:49:00,92,22.0,AC Level 2,MG ZS EV,371
S008904,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-02-15 15:03:00,32,6.0,DC Fast,BYD Atto 3,99
S008905,ST002,ChargeZone - Magarpatta City,18.5089,73.9259,6,2024-06-15 08:45:00,73,15.3,AC Level 2,Mahindra XUV400,249
S008906,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-01-14 22:36:00,53,14.1,AC Level 2,Kia EV6,247
S008907,ST018,Tata Power EZ - Kothrud,18.5074,73.8077,4,2024-05-02 10:07:00,52,9.9,DC Fast,Mahindra BE 6e,153
S008908,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-08-11 21:47:00,79,18.9,AC Level 2,Hyundai Kona Electric,333
S008909,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-12-07 17:00:00,80,20.8,AC Level 2,Ather 450X,371
S008910,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-07-09 11:02:00,73,19.5,DC Fast,Mahindra XUV400,337
S008911,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-07-04 08:51:00,64,15.1,DC Fast,MG ZS EV,245
S008912,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-10-05 06:10:00,67,14.2,DC Fast,BYD Atto 3,235
S008913,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-01-07 21:40:00,71,17.7,DC Fast,Tata Nexon EV,277
S008914,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-09-09 20:50:00,30,6.1,DC Fast,Ather 450X,98
S008915,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-10-31 21:23:00,99,26.4,AC Level 2,MG Comet EV,434
S008916,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-03-25 18:33:00,70,14.7,AC Level 2,Ather 450X,251
S008917,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-05-03 11:49:00,113,20.8,AC Level 2,Mahindra BE 6e,362
S008918,ST028,Ather Grid - Pimpri,18.6279,73.8009,3,2024-06-11 06:30:00,24,5.1,DC Fast,Tata Tigor EV,80
S008919,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-08-24 18:39:00,25,5.1,DC Fast,Tata Punch EV,73
S008920,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-10-19 16:13:00,40,8.7,DC Fast,Tata Tiago EV,140
S008921,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-03-30 19:28:00,55,10.5,DC Fast,BYD Atto 3,164
S008922,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-02-02 19:24:00,119,28.2,AC Level 2,Kia EV6,504
S008923,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-10-08 17:07:00,29,5.7,DC Fast,Mahindra XUV400,92
S008924,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-12-26 19:26:00,32,8.1,DC Fast,Tata Punch EV,132
S008925,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-10-13 12:53:00,49,10.4,DC Fast,MG Comet EV,178
S008926,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-01-01 20:25:00,56,11.3,DC Fast,Mahindra BE 6e,185
S008927,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-02-10 20:51:00,27,5.1,DC Fast,Hyundai Ioniq 5,88
S008928,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-02-22 01:58:00,24,5.8,DC Fast,Tata Tiago EV,90
S008929,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-08-02 19:53:00,116,30.2,AC Level 2,Hyundai Kona Electric,455
S008930,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-11-09 08:06:00,74,14.7,AC Level 2,Tata Tiago EV,227
S008931,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-03-07 11:19:00,37,9.7,DC Fast,Tata Tigor EV,164
S008932,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-03-17 07:45:00,45,8.7,DC Fast,MG ZS EV,130
S008933,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-02-05 12:16:00,84,19.9,AC Level 2,Tata Tiago EV,312
S008934,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-10-25 21:49:00,98,25.5,AC Level 2,Ather 450X,361
S008935,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-08-01 10:32:00,37,7.1,DC Fast,BYD Atto 3,116
S008936,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-10-19 18:10:00,40,8.9,DC Fast,Hyundai Ioniq 5,129
S008937,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-07-05 09:37:00,65,16.5,DC Fast,Ather 450X,287
S008938,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-08-16 09:07:00,79,18.8,AC Level 2,BYD Atto 3,299
S008939,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-10-18 18:13:00,53,12.0,DC Fast,Kia EV6,212
S008940,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-10-05 16:19:00,21,4.5,DC Fast,Ola S1 Pro,79
S008941,ST031,BPCL EV - Swargate,18.5018,73.8674,4,2024-12-14 16:41:00,75,18.1,DC Fast,Ola S1 Pro,261
S008942,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-12-02 19:54:00,53,13.7,DC Fast,Tata Punch EV,211
S008943,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-06-19 08:40:00,29,7.4,DC Fast,Hyundai Ioniq 5,127
S008944,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-04-28 07:46:00,81,21.3,AC Level 2,Hyundai Kona Electric,351
S008945,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-01-28 12:56:00,69,13.3,DC Fast,Tata Tiago EV,202
S008946,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-05-27 18:34:00,74,15.5,DC Fast,Ola S1 Pro,246
S008947,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-01-23 22:36:00,46,9.9,AC Level 2,Hyundai Ioniq 5,154
S008948,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-03-19 11:35:00,36,7.5,DC Fast,Ola S1 Pro,107
S008949,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-05-15 15:53:00,64,13.5,DC Fast,Ather 450X,204
S008950,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-11-23 07:54:00,69,18.0,DC Fast,Tata Tigor EV,275
S008951,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-05-02 03:44:00,92,24.2,AC Level 2,Hyundai Ioniq 5,411
S008952,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-01-06 22:06:00,90,23.9,AC Level 2,BYD Atto 3,376
S008953,ST048,MG EV Hub - Koregaon Park,18.5362,73.8938,3,2024-06-23 14:18:00,102,19.5,AC Level 2,Ather 450X,319
S008954,ST017,Tata Power EZ - Pimpri,18.6279,73.8009,5,2024-12-19 20:59:00,71,18.4,AC Level 2,MG ZS EV,264
S008955,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-01-02 20:49:00,120,23.6,AC Level 2,Hyundai Kona Electric,422
S008956,ST003,ChargeZone - Baner Road,18.559,73.7868,5,2024-07-06 22:01:00,83,16.6,AC Level 2,MG ZS EV,251
S008957,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-10-31 15:36:00,48,10.5,DC Fast,MG ZS EV,152
S008958,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-04-19 18:23:00,21,5.1,DC Fast,Hyundai Kona Electric,85
S008959,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-09-11 22:16:00,50,9.8,DC Fast,Hyundai Kona Electric,140
S008960,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-11-10 19:37:00,36,9.2,DC Fast,Tata Tigor EV,157
S008961,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-02-08 22:25:00,32,7.1,DC Fast,Tata Nexon EV,107
S008962,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-08-11 13:07:00,83,15.4,AC Level 2,Mahindra BE 6e,242
S008963,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-10-31 23:06:00,23,5.0,DC Fast,Tata Punch EV,82
S008964,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-11-24 21:03:00,45,10.2,DC Fast,Mahindra XUV400,173
S008965,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-05-30 15:26:00,81,20.3,AC Level 2,MG Comet EV,332
S008966,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-07-26 19:23:00,95,24.8,AC Level 2,Mahindra XUV400,394
S008967,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-03-01 20:27:00,84,19.6,AC Level 2,Tata Nexon EV,339
S008968,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-10-13 18:06:00,37,8.5,DC Fast,Ola S1 Pro,124
S008969,ST007,ChargeZone - Kharadi,18.5538,73.9394,4,2024-02-10 06:16:00,95,18.5,AC Level 2,MG Comet EV,321
S008970,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-06-14 15:11:00,37,8.4,DC Fast,Ola S1 Pro,140
S008971,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-01-11 18:59:00,51,12.0,DC Fast,Tata Tigor EV,178
S008972,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-10-06 13:33:00,40,9.3,DC Fast,Mahindra BE 6e,159
S008973,ST005,ChargeZone - Pimpri Chinchwad,18.6279,73.8009,4,2024-09-17 15:36:00,32,8.5,DC Fast,Tata Tigor EV,119
S008974,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-10-17 09:05:00,47,10.5,DC Fast,Ola S1 Pro,159
S008975,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-10-11 12:37:00,45,8.7,DC Fast,Mahindra BE 6e,139
S008976,ST050,MG EV Hub - Hadapsar,18.5018,73.926,3,2024-07-04 07:25:00,38,6.9,DC Fast,Mahindra XUV400,109
S008977,ST047,MG EV Hub - Wakad,18.5985,73.7615,3,2024-12-28 10:31:00,95,24.2,AC Level 2,Hyundai Ioniq 5,386
S008978,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-03-20 17:31:00,28,5.8,DC Fast,Ather 450X,91
S008979,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-04-19 17:14:00,78,17.7,AC Level 2,Tata Tiago EV,261
S008980,ST039,Jio-BP EV - Hinjewadi,18.5912,73.7389,6,2024-04-10 18:31:00,66,15.1,AC Level 2,Tata Punch EV,270
S008981,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-08-09 19:28:00,86,22.3,AC Level 2,Mahindra XUV400,340
S008982,ST043,Jio-BP EV - Viman Nagar,18.5679,73.9143,5,2024-04-10 08:45:00,88,23.3,AC Level 2,Tata Punch EV,333
S008983,ST046,MG EV Hub - Magarpatta,18.5089,73.9259,4,2024-06-30 17:03:00,31,6.6,DC Fast,Mahindra BE 6e,95
S008984,ST010,ChargeZone - Pashan,18.5371,73.7977,3,2024-05-28 13:41:00,69,17.1,DC Fast,Mahindra BE 6e,287
S008985,ST034,HPCL EV - Shivajinagar,18.5308,73.8474,4,2024-02-27 19:17:00,117,28.0,AC Level 2,Ather 450X,478
S008986,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-10-12 07:40:00,66,11.9,AC Level 2,Mahindra XUV400,210
S008987,ST040,Jio-BP EV - Baner,18.559,73.7868,5,2024-01-10 07:55:00,33,6.0,DC Fast,Tata Tigor EV,87
S008988,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-06-12 01:58:00,103,21.9,AC Level 2,Kia EV6,376
S008989,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-09-16 21:44:00,75,13.8,DC Fast,BYD Atto 3,205
S008990,ST036,HPCL EV - Hinjewadi,18.5912,73.7389,4,2024-04-09 07:12:00,27,7.1,DC Fast,Kia EV6,117
S008991,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-12-23 13:33:00,36,7.7,DC Fast,MG ZS EV,130
S008992,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-08-22 18:50:00,96,21.9,AC Level 2,Tata Tigor EV,358
S008993,ST011,Tata Power EZ - Phoenix Marketcity,18.5635,73.917,8,2024-01-26 18:26:00,75,17.0,DC Fast,Ola S1 Pro,283
S008994,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-11-02 15:08:00,43,10.3,DC Fast,Kia EV6,155
S008995,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-12-24 13:56:00,27,6.7,DC Fast,Kia EV6,114
S008996,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-03-09 07:52:00,110,24.0,AC Level 2,Kia EV6,398
S008997,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-08-10 12:17:00,46,11.5,DC Fast,Hyundai Kona Electric,174
S008998,ST012,Tata Power EZ - Westend Mall Aundh,18.5584,73.807,6,2024-02-18 13:12:00,48,9.7,AC Level 2,Hyundai Ioniq 5,173
S008999,ST019,Tata Power EZ - Wakad,18.5985,73.7615,4,2024-10-07 07:15:00,57,14.7,DC Fast,Hyundai Ioniq 5,236
S009000,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-01-07 19:38:00,114,23.8,AC Level 2,Ola S1 Pro,363
S009001,ST044,MG EV Hub - Hinjewadi,18.5912,73.7389,4,2024-02-29 08:05:00,90,23.5,AC Level 2,MG ZS EV,378
S009002,ST035,HPCL EV - Kharadi,18.5538,73.9394,4,2024-10-17 16:32:00,38,9.9,DC Fast,BYD Atto 3,150
S009003,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-10-29 19:01:00,44,10.2,DC Fast,Tata Nexon EV,149
S009004,ST038,HPCL EV - Baner,18.559,73.7868,3,2024-09-21 08:25:00,61,12.0,DC Fast,Tata Nexon EV,190
S009005,ST033,BPCL EV - Wakad,18.5985,73.7615,4,2024-08-15 19:28:00,64,17.1,DC Fast,Mahindra BE 6e,283
S009006,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-05-27 17:17:00,41,9.4,DC Fast,Tata Punch EV,165
S009007,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-08-23 00:44:00,36,8.0,DC Fast,Mahindra BE 6e,122
S009008,ST037,HPCL EV - Viman Nagar,18.5679,73.9143,4,2024-09-23 08:12:00,116,28.9,AC Level 2,Ola S1 Pro,491
S009009,ST026,Ather Grid - Viman Nagar,18.5679,73.9143,3,2024-10-08 22:17:00,56,11.9,DC Fast,MG Comet EV,174
S009010,ST049,MG EV Hub - Kharadi,18.5538,73.9394,3,2024-05-09 10:55:00,62,11.8,AC Level 2,MG ZS EV,184
S009011,ST022,Ather Grid - FC Road,18.5308,73.8474,3,2024-05-07 08:26:00,71,17.9,AC Level 2,Hyundai Kona Electric,302
S009012,ST023,Ather Grid - Baner,18.559,73.7868,3,2024-06-12 19:45:00,60,16.2,AC Level 2,Mahindra XUV400,234
S009013,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-08-02 08:50:00,77,19.0,AC Level 2,Mahindra BE 6e,337
S009014,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-09-13 00:18:00,81,20.1,AC Level 2,Hyundai Kona Electric,312
S009015,ST014,Tata Power EZ - Kharadi,18.5538,73.9394,5,2024-07-16 09:19:00,66,12.8,DC Fast,Tata Punch EV,209
S009016,ST009,ChargeZone - Katraj,18.453,73.8671,3,2024-03-17 18:50:00,97,18.6,AC Level 2,Hyundai Kona Electric,262
S009017,ST016,Tata Power EZ - Koregaon Park,18.5362,73.8938,4,2024-07-25 21:24:00,85,16.0,AC Level 2,BYD Atto 3,240
S009018,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-04-13 11:24:00,97,23.5,AC Level 2,Tata Punch EV,394
S009019,ST001,ChargeZone - Hinjewadi Phase 1,18.5912,73.7389,6,2024-04-19 13:00:00,55,12.3,AC Level 2,Ola S1 Pro,206
S009020,ST006,ChargeZone - Viman Nagar,18.5679,73.9143,5,2024-03-16 19:33:00,65,16.0,DC Fast,Hyundai Ioniq 5,254
S009021,ST008,ChargeZone - Deccan Gymkhana,18.5197,73.8419,3,2024-08-02 09:29:00,59,11.6,DC Fast,Kia EV6,184
S009022,ST030,BPCL EV - Hadapsar,18.5018,73.926,4,2024-11-16 07:57:00,75,13.5,AC Level 2,Hyundai Ioniq 5,203
S009023,ST042,Jio-BP EV - Kharadi,18.5538,73.9394,5,2024-04-22 17:29:00,82,16.7,AC Level 2,Mahindra BE 6e,256
S009024,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-02-21 20:37:00,27,6.8,DC Fast,Tata Tigor EV,103
S009025,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-12-20 13:42:00,105,25.9,AC Level 2,Tata Tiago EV,393
S009026,ST025,Ather Grid - Kothrud,18.5074,73.8077,3,2024-10-03 12:54:00,70,13.2,AC Level 2,Ather 450X,212
S009027,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-03-28 21:56:00,117,27.3,AC Level 2,Mahindra BE 6e,472
S009028,ST020,Tata Power EZ - Magarpatta,18.5089,73.9259,5,2024-07-04 18:03:00,114,28.7,AC Level 2,Ather 450X,444
S009029,ST024,Ather Grid - Hinjewadi,18.5912,73.7389,3,2024-02-04 11:29:00,72,14.7,DC Fast,BYD Atto 3,208
S009030,ST004,ChargeZone - Wakad,18.5985,73.7615,5,2024-01-03 16:36:00,86,17.3,AC Level 2,BYD Atto 3,303
S009031,ST041,Jio-BP EV - Wakad,18.5985,73.7615,5,2024-01-29 09:49:00,110,20.6,AC Level 2,Ola S1 Pro,366
S009032,ST013,Tata Power EZ - Hadapsar,18.5018,73.926,4,2024-11-01 23:22:00,66,14.8,DC Fast,BYD Atto 3,256
S009033,ST029,BPCL EV - Kothrud Depot,18.5074,73.8077,4,2024-08-29 19:47:00,52,9.8,AC Level 2,Mahindra XUV400,172
S009034,ST021,Ather Grid - Koregaon Park,18.5362,73.8938,3,2024-08-01 05:24:00,96,18.2,AC Level 2,MG Comet EV,262
S009035,ST032,BPCL EV - Baner,18.559,73.7868,4,2024-03-12 12:27:00,59,12.4,DC Fast,Mahindra XUV400,199
